1.233550346115064977e+00,1.250000000000000000e+00
1.183161694018925569e+00,1.250000000000000000e+00
1.132773041922786383e+00,1.250000000000000000e+00
1.082384389826647197e+00,1.250000000000000000e+00
1.031995737730507567e+00,1.250000000000000000e+00
9.816070856343683815e-01,1.250000000000000000e+00
9.312184335382290845e-01,1.250000000000000000e+00
8.808297814420897875e-01,1.250000000000000000e+00
8.304411293459504906e-01,1.250000000000000000e+00
7.800524772498110826e-01,1.250000000000000000e+00
7.296638251536717856e-01,1.250000000000000000e+00
6.792751730575324887e-01,1.250000000000000000e+00
6.288865209613931917e-01,1.250000000000000000e+00
5.784978688652537837e-01,1.250000000000000000e+00
5.281092167691145978e-01,1.250000000000000000e+00
4.777205646729752453e-01,1.250000000000000000e+00
4.273319125768358928e-01,1.250000000000000000e+00
3.769432604806965958e-01,1.250000000000000000e+00
3.265546083845572989e-01,1.250000000000000000e+00
2.761659562884179464e-01,1.250000000000000000e+00
2.257773041922786494e-01,1.250000000000000000e+00
1.753886520961393247e-01,1.250000000000000000e+00
1.250000000000000000e-01,1.250000000000000000e+00
1.250000000000000000e-01,1.291666666666666667e+00
1.250000000000000000e-01,1.333333333333333333e+00
1.250000000000000000e-01,1.375000000000000000e+00
1.753886520961393247e-01,1.375000000000000000e+00
2.257773041922786494e-01,1.375000000000000000e+00
2.761659562884179464e-01,1.375000000000000000e+00
3.265546083845572989e-01,1.375000000000000000e+00
3.769432604806965958e-01,1.375000000000000000e+00
4.273319125768358928e-01,1.375000000000000000e+00
4.777205646729752453e-01,1.375000000000000000e+00
5.281092167691145978e-01,1.375000000000000000e+00
5.784978688652537837e-01,1.375000000000000000e+00
6.288865209613931917e-01,1.375000000000000000e+00
6.792751730575324887e-01,1.375000000000000000e+00
7.296638251536717856e-01,1.375000000000000000e+00
7.800524772498110826e-01,1.375000000000000000e+00
8.304411293459504906e-01,1.375000000000000000e+00
8.808297814420897875e-01,1.375000000000000000e+00
9.312184335382290845e-01,1.375000000000000000e+00
9.816070856343683815e-01,1.375000000000000000e+00
1.031995737730507567e+00,1.375000000000000000e+00
1.082384389826647197e+00,1.375000000000000000e+00
1.132773041922786383e+00,1.375000000000000000e+00
1.183161694018925569e+00,1.375000000000000000e+00
1.233550346115064977e+00,1.375000000000000000e+00
1.283938998211204385e+00,1.375000000000000000e+00
1.334327650307343571e+00,1.375000000000000000e+00
1.384716302403482979e+00,1.375000000000000000e+00
1.435104954499622165e+00,1.375000000000000000e+00
1.485493606595761573e+00,1.375000000000000000e+00
1.535882258691900981e+00,1.375000000000000000e+00
1.586270910788040167e+00,1.375000000000000000e+00
1.636659562884179575e+00,1.375000000000000000e+00
1.687048214980318761e+00,1.375000000000000000e+00
1.737436867076458169e+00,1.375000000000000000e+00
1.787825519172597577e+00,1.375000000000000000e+00
1.838214171268736763e+00,1.375000000000000000e+00
1.888602823364876171e+00,1.375000000000000000e+00
1.938991475461015357e+00,1.375000000000000000e+00
1.989380127557154765e+00,1.375000000000000000e+00
2.039768779653294395e+00,1.375000000000000000e+00
2.090157431749433137e+00,1.375000000000000000e+00
2.140546083845572767e+00,1.375000000000000000e+00
2.190934735941711953e+00,1.375000000000000000e+00
2.241323388037851139e+00,1.375000000000000000e+00
2.291712040133990769e+00,1.375000000000000000e+00
2.342100692230129955e+00,1.375000000000000000e+00
2.392489344326269141e+00,1.375000000000000000e+00
2.442877996422408771e+00,1.375000000000000000e+00
2.493266648518547957e+00,1.375000000000000000e+00
2.543655300614687143e+00,1.375000000000000000e+00
2.594043952710826773e+00,1.375000000000000000e+00
2.644432604806965958e+00,1.375000000000000000e+00
2.694821256903105144e+00,1.375000000000000000e+00
2.745209908999244330e+00,1.375000000000000000e+00
2.795598561095383960e+00,1.375000000000000000e+00
2.845987213191523146e+00,1.375000000000000000e+00
2.896375865287662332e+00,1.375000000000000000e+00
2.946764517383801962e+00,1.375000000000000000e+00
2.997153169479941148e+00,1.375000000000000000e+00
3.047541821576080334e+00,1.375000000000000000e+00
3.097930473672219964e+00,1.375000000000000000e+00
3.148319125768359150e+00,1.375000000000000000e+00
3.198707777864498336e+00,1.375000000000000000e+00
3.249096429960637522e+00,1.375000000000000000e+00
3.299485082056777152e+00,1.375000000000000000e+00
3.349873734152916338e+00,1.375000000000000000e+00
3.349873734152916338e+00,1.416666666666666741e+00
3.349873734152916338e+00,1.458333333333333259e+00
3.349873734152916338e+00,1.500000000000000000e+00
3.299485082056777152e+00,1.500000000000000000e+00
3.249096429960637522e+00,1.500000000000000000e+00
3.198707777864498336e+00,1.500000000000000000e+00
3.148319125768359150e+00,1.500000000000000000e+00
3.097930473672219964e+00,1.500000000000000000e+00
3.047541821576080334e+00,1.500000000000000000e+00
2.997153169479941148e+00,1.500000000000000000e+00
2.946764517383801962e+00,1.500000000000000000e+00
2.896375865287662332e+00,1.500000000000000000e+00
2.845987213191523146e+00,1.500000000000000000e+00
2.795598561095383960e+00,1.500000000000000000e+00
2.745209908999244330e+00,1.500000000000000000e+00
2.694821256903105144e+00,1.500000000000000000e+00
2.644432604806965958e+00,1.500000000000000000e+00
2.594043952710826773e+00,1.500000000000000000e+00
2.543655300614687143e+00,1.500000000000000000e+00
2.493266648518547957e+00,1.500000000000000000e+00
2.442877996422408771e+00,1.500000000000000000e+00
2.392489344326269141e+00,1.500000000000000000e+00
2.342100692230129955e+00,1.500000000000000000e+00
2.291712040133990769e+00,1.500000000000000000e+00
2.241323388037851139e+00,1.500000000000000000e+00
2.190934735941711953e+00,1.500000000000000000e+00
2.140546083845572767e+00,1.500000000000000000e+00
2.090157431749433137e+00,1.500000000000000000e+00
2.039768779653294395e+00,1.500000000000000000e+00
1.989380127557154765e+00,1.500000000000000000e+00
1.938991475461015357e+00,1.500000000000000000e+00
1.888602823364876171e+00,1.500000000000000000e+00
1.838214171268736763e+00,1.500000000000000000e+00
1.787825519172597577e+00,1.500000000000000000e+00
1.737436867076458169e+00,1.500000000000000000e+00
1.687048214980318761e+00,1.500000000000000000e+00
1.636659562884179575e+00,1.500000000000000000e+00
1.586270910788040167e+00,1.500000000000000000e+00
1.535882258691900981e+00,1.500000000000000000e+00
1.485493606595761573e+00,1.500000000000000000e+00
1.435104954499622165e+00,1.500000000000000000e+00
1.384716302403482979e+00,1.500000000000000000e+00
1.334327650307343571e+00,1.500000000000000000e+00
1.283938998211204385e+00,1.500000000000000000e+00
1.233550346115064977e+00,1.500000000000000000e+00
1.183161694018925569e+00,1.500000000000000000e+00
1.132773041922786383e+00,1.500000000000000000e+00
1.082384389826647197e+00,1.500000000000000000e+00
1.031995737730507567e+00,1.500000000000000000e+00
9.816070856343683815e-01,1.500000000000000000e+00
9.312184335382290845e-01,1.500000000000000000e+00
8.808297814420897875e-01,1.500000000000000000e+00
8.304411293459504906e-01,1.500000000000000000e+00
7.800524772498110826e-01,1.500000000000000000e+00
7.296638251536717856e-01,1.500000000000000000e+00
6.792751730575324887e-01,1.500000000000000000e+00
6.288865209613931917e-01,1.500000000000000000e+00
5.784978688652537837e-01,1.500000000000000000e+00
5.281092167691145978e-01,1.500000000000000000e+00
4.777205646729752453e-01,1.500000000000000000e+00
4.273319125768358928e-01,1.500000000000000000e+00
3.769432604806965958e-01,1.500000000000000000e+00
3.265546083845572989e-01,1.500000000000000000e+00
2.761659562884179464e-01,1.500000000000000000e+00
2.257773041922786494e-01,1.500000000000000000e+00
1.753886520961393247e-01,1.500000000000000000e+00
1.250000000000000000e-01,1.500000000000000000e+00
1.250000000000000000e-01,1.541666666666666741e+00
1.250000000000000000e-01,1.583333333333333259e+00
1.250000000000000000e-01,1.625000000000000000e+00
1.753886520961393247e-01,1.625000000000000000e+00
2.257773041922786494e-01,1.625000000000000000e+00
2.761659562884179464e-01,1.625000000000000000e+00
3.265546083845572989e-01,1.625000000000000000e+00
3.769432604806965958e-01,1.625000000000000000e+00
4.273319125768358928e-01,1.625000000000000000e+00
4.777205646729752453e-01,1.625000000000000000e+00
5.281092167691145978e-01,1.625000000000000000e+00
5.784978688652537837e-01,1.625000000000000000e+00
6.288865209613931917e-01,1.625000000000000000e+00
6.792751730575324887e-01,1.625000000000000000e+00
7.296638251536717856e-01,1.625000000000000000e+00
7.800524772498110826e-01,1.625000000000000000e+00
8.304411293459504906e-01,1.625000000000000000e+00
8.808297814420897875e-01,1.625000000000000000e+00
9.312184335382290845e-01,1.625000000000000000e+00
9.816070856343683815e-01,1.625000000000000000e+00
1.031995737730507567e+00,1.625000000000000000e+00
1.082384389826647197e+00,1.625000000000000000e+00
1.132773041922786383e+00,1.625000000000000000e+00
1.183161694018925569e+00,1.625000000000000000e+00
1.233550346115064977e+00,1.625000000000000000e+00
1.283938998211204385e+00,1.625000000000000000e+00
1.334327650307343571e+00,1.625000000000000000e+00
1.384716302403482979e+00,1.625000000000000000e+00
1.435104954499622165e+00,1.625000000000000000e+00
1.485493606595761573e+00,1.625000000000000000e+00
1.535882258691900981e+00,1.625000000000000000e+00
1.586270910788040167e+00,1.625000000000000000e+00
1.636659562884179575e+00,1.625000000000000000e+00
1.687048214980318761e+00,1.625000000000000000e+00
1.737436867076458169e+00,1.625000000000000000e+00
1.787825519172597577e+00,1.625000000000000000e+00
1.838214171268736763e+00,1.625000000000000000e+00
1.888602823364876171e+00,1.625000000000000000e+00
1.938991475461015357e+00,1.625000000000000000e+00
1.989380127557154765e+00,1.625000000000000000e+00
2.039768779653294395e+00,1.625000000000000000e+00
2.090157431749433137e+00,1.625000000000000000e+00
2.140546083845572767e+00,1.625000000000000000e+00
2.190934735941711953e+00,1.625000000000000000e+00
2.241323388037851139e+00,1.625000000000000000e+00
2.291712040133990769e+00,1.625000000000000000e+00
2.342100692230129955e+00,1.625000000000000000e+00
2.392489344326269141e+00,1.625000000000000000e+00
2.442877996422408771e+00,1.625000000000000000e+00
2.493266648518547957e+00,1.625000000000000000e+00
2.543655300614687143e+00,1.625000000000000000e+00
2.594043952710826773e+00,1.625000000000000000e+00
2.644432604806965958e+00,1.625000000000000000e+00
2.694821256903105144e+00,1.625000000000000000e+00
2.745209908999244330e+00,1.625000000000000000e+00
2.795598561095383960e+00,1.625000000000000000e+00
2.845987213191523146e+00,1.625000000000000000e+00
2.896375865287662332e+00,1.625000000000000000e+00
2.946764517383801962e+00,1.625000000000000000e+00
2.997153169479941148e+00,1.625000000000000000e+00
3.047541821576080334e+00,1.625000000000000000e+00
3.097930473672219964e+00,1.625000000000000000e+00
3.148319125768359150e+00,1.625000000000000000e+00
3.198707777864498336e+00,1.625000000000000000e+00
3.249096429960637522e+00,1.625000000000000000e+00
3.299485082056777152e+00,1.625000000000000000e+00
3.349873734152916338e+00,1.625000000000000000e+00
3.349873734152916338e+00,1.666666666666666741e+00
3.349873734152916338e+00,1.708333333333333259e+00
3.349873734152916338e+00,1.750000000000000000e+00
3.299485082056777152e+00,1.750000000000000000e+00
3.249096429960637522e+00,1.750000000000000000e+00
3.198707777864498336e+00,1.750000000000000000e+00
3.148319125768359150e+00,1.750000000000000000e+00
3.097930473672219964e+00,1.750000000000000000e+00
3.047541821576080334e+00,1.750000000000000000e+00
2.997153169479941148e+00,1.750000000000000000e+00
2.946764517383801962e+00,1.750000000000000000e+00
2.896375865287662332e+00,1.750000000000000000e+00
2.845987213191523146e+00,1.750000000000000000e+00
2.795598561095383960e+00,1.750000000000000000e+00
2.745209908999244330e+00,1.750000000000000000e+00
2.694821256903105144e+00,1.750000000000000000e+00
2.644432604806965958e+00,1.750000000000000000e+00
2.594043952710826773e+00,1.750000000000000000e+00
2.543655300614687143e+00,1.750000000000000000e+00
2.493266648518547957e+00,1.750000000000000000e+00
2.442877996422408771e+00,1.750000000000000000e+00
2.392489344326269141e+00,1.750000000000000000e+00
2.342100692230129955e+00,1.750000000000000000e+00
2.291712040133990769e+00,1.750000000000000000e+00
2.241323388037851139e+00,1.750000000000000000e+00
2.190934735941711953e+00,1.750000000000000000e+00
2.140546083845572767e+00,1.750000000000000000e+00
2.090157431749433137e+00,1.750000000000000000e+00
2.039768779653294395e+00,1.750000000000000000e+00
1.989380127557154765e+00,1.750000000000000000e+00
1.938991475461015357e+00,1.750000000000000000e+00
1.888602823364876171e+00,1.750000000000000000e+00
1.838214171268736763e+00,1.750000000000000000e+00
1.787825519172597577e+00,1.750000000000000000e+00
1.737436867076458169e+00,1.750000000000000000e+00
1.687048214980318761e+00,1.750000000000000000e+00
1.636659562884179575e+00,1.750000000000000000e+00
1.586270910788040167e+00,1.750000000000000000e+00
1.535882258691900981e+00,1.750000000000000000e+00
1.485493606595761573e+00,1.750000000000000000e+00
1.435104954499622165e+00,1.750000000000000000e+00
1.384716302403482979e+00,1.750000000000000000e+00
1.334327650307343571e+00,1.750000000000000000e+00
1.283938998211204385e+00,1.750000000000000000e+00
1.233550346115064977e+00,1.750000000000000000e+00
1.183161694018925569e+00,1.750000000000000000e+00
1.132773041922786383e+00,1.750000000000000000e+00
1.082384389826647197e+00,1.750000000000000000e+00
1.031995737730507567e+00,1.750000000000000000e+00
9.816070856343683815e-01,1.750000000000000000e+00
9.312184335382290845e-01,1.750000000000000000e+00
8.808297814420897875e-01,1.750000000000000000e+00
8.304411293459504906e-01,1.750000000000000000e+00
7.800524772498110826e-01,1.750000000000000000e+00
7.296638251536717856e-01,1.750000000000000000e+00
6.792751730575324887e-01,1.750000000000000000e+00
6.288865209613931917e-01,1.750000000000000000e+00
5.784978688652537837e-01,1.750000000000000000e+00
5.281092167691145978e-01,1.750000000000000000e+00
4.777205646729752453e-01,1.750000000000000000e+00
4.273319125768358928e-01,1.750000000000000000e+00
3.769432604806965958e-01,1.750000000000000000e+00
3.265546083845572989e-01,1.750000000000000000e+00
2.761659562884179464e-01,1.750000000000000000e+00
2.257773041922786494e-01,1.750000000000000000e+00
1.753886520961393247e-01,1.750000000000000000e+00
1.250000000000000000e-01,1.750000000000000000e+00
6.250000000000000000e-02,1.750000000000000000e+00
6.250000000000000000e-02,1.697916666666666741e+00
6.250000000000000000e-02,1.645833333333333259e+00
6.250000000000000000e-02,1.593750000000000000e+00
6.250000000000000000e-02,1.541666666666666741e+00
6.250000000000000000e-02,1.489583333333333259e+00
6.250000000000000000e-02,1.437500000000000000e+00
6.250000000000000000e-02,1.385416666666666519e+00
6.250000000000000000e-02,1.333333333333333259e+00
6.250000000000000000e-02,1.281250000000000000e+00
6.250000000000000000e-02,1.229166666666666519e+00
6.250000000000000000e-02,1.177083333333333259e+00
6.250000000000000000e-02,1.125000000000000000e+00
